IMRP_Date,Settlement_Period,IMRP_Amount
2022-03-20 00:00:00.0000000,8,139.58
2022-03-20 00:00:00.0000000,9,148.99
2022-03-20 00:00:00.0000000,10,173.31
2022-03-20 00:00:00.0000000,11,161.20
2022-03-20 00:00:00.0000000,12,164.05
2022-03-20 00:00:00.0000000,13,156.02
2022-03-20 00:00:00.0000000,14,168.16
2022-03-20 00:00:00.0000000,15,187.24
2022-03-20 00:00:00.0000000,16,164.56
2022-03-20 00:00:00.0000000,17,196.39
2022-03-20 00:00:00.0000000,18,227.02
2022-03-20 00:00:00.0000000,19,284.00
2022-03-20 00:00:00.0000000,20,278.48
2022-03-20 00:00:00.0000000,21,226.48
2022-03-20 00:00:00.0000000,22,201.59
2022-03-20 00:00:00.0000000,23,185.42
2022-03-20 00:00:00.0000000,24,176.14
2022-03-21 00:00:00.0000000,1,174.05
2022-03-21 00:00:00.0000000,2,174.38
2022-03-21 00:00:00.0000000,3,166.51
2022-03-21 00:00:00.0000000,4,160.58
2022-03-21 00:00:00.0000000,5,170.31
2022-03-21 00:00:00.0000000,6,191.81
2022-03-21 00:00:00.0000000,7,234.13
2022-03-21 00:00:00.0000000,8,241.43
2022-03-21 00:00:00.0000000,9,226.48
2022-03-21 00:00:00.0000000,10,198.01
2022-03-21 00:00:00.0000000,11,175.04
2022-03-21 00:00:00.0000000,12,173.68
2022-03-21 00:00:00.0000000,13,172.41
2022-03-21 00:00:00.0000000,14,165.04
2022-03-21 00:00:00.0000000,15,162.20
2022-03-21 00:00:00.0000000,16,170.95
2022-03-21 00:00:00.0000000,17,205.28
2022-03-21 00:00:00.0000000,18,244.79
2022-03-21 00:00:00.0000000,19,267.17
2022-03-21 00:00:00.0000000,20,245.17
2022-03-21 00:00:00.0000000,21,199.83
2022-03-21 00:00:00.0000000,22,186.44
2022-03-21 00:00:00.0000000,23,169.78
2022-03-21 00:00:00.0000000,24,177.42
2022-03-22 00:00:00.0000000,1,172.55
2022-03-22 00:00:00.0000000,2,175.22
2022-03-22 00:00:00.0000000,3,169.92
2022-03-22 00:00:00.0000000,4,171.61
2022-03-22 00:00:00.0000000,5,179.02
2022-03-22 00:00:00.0000000,6,206.98
2022-03-22 00:00:00.0000000,7,239.44
2022-03-22 00:00:00.0000000,8,245.53
2022-03-22 00:00:00.0000000,9,218.42
2022-03-22 00:00:00.0000000,10,198.99
2022-03-22 00:00:00.0000000,11,180.55
2022-03-22 00:00:00.0000000,12,173.39
2022-03-22 00:00:00.0000000,13,169.49
2022-03-22 00:00:00.0000000,14,167.00
2022-03-22 00:00:00.0000000,15,168.90
2022-03-22 00:00:00.0000000,16,176.21
2022-03-22 00:00:00.0000000,17,196.82
2022-03-22 00:00:00.0000000,18,238.85
2022-03-22 00:00:00.0000000,19,268.99
2022-03-22 00:00:00.0000000,20,246.66
2022-03-22 00:00:00.0000000,21,203.65
2022-03-22 00:00:00.0000000,22,198.18
2022-03-22 00:00:00.0000000,23,183.34
2022-03-22 00:00:00.0000000,24,179.66
2022-03-23 00:00:00.0000000,1,175.01
2022-03-23 00:00:00.0000000,2,174.91
2022-03-23 00:00:00.0000000,3,171.57
2022-03-23 00:00:00.0000000,4,172.08
2022-03-23 00:00:00.0000000,5,178.12
2022-03-23 00:00:00.0000000,6,211.72
2022-03-23 00:00:00.0000000,7,234.54
2022-03-23 00:00:00.0000000,8,238.83
2022-03-23 00:00:00.0000000,9,216.12
2022-03-23 00:00:00.0000000,10,193.12
2022-03-23 00:00:00.0000000,11,172.55
2022-03-23 00:00:00.0000000,12,168.05
2022-03-23 00:00:00.0000000,13,166.52
2022-03-23 00:00:00.0000000,14,165.30
2022-03-23 00:00:00.0000000,15,165.52
2022-03-23 00:00:00.0000000,16,177.04
2022-03-23 00:00:00.0000000,17,202.76
2022-03-23 00:00:00.0000000,18,242.57
2022-03-23 00:00:00.0000000,19,287.35
2022-03-23 00:00:00.0000000,20,267.46
2022-03-23 00:00:00.0000000,21,222.04
2022-03-23 00:00:00.0000000,22,202.99
2022-03-23 00:00:00.0000000,23,191.30
2022-03-23 00:00:00.0000000,24,192.61
2022-03-24 00:00:00.0000000,1,185.18
2022-03-24 00:00:00.0000000,2,179.69
2022-03-24 00:00:00.0000000,3,176.63
2022-03-24 00:00:00.0000000,4,176.31
2022-03-24 00:00:00.0000000,5,187.23
2022-03-24 00:00:00.0000000,6,224.54
2022-03-24 00:00:00.0000000,7,248.35
2022-03-24 00:00:00.0000000,8,252.30
2022-03-24 00:00:00.0000000,9,236.58
2022-03-24 00:00:00.0000000,10,208.59
2022-03-24 00:00:00.0000000,11,187.37
2022-03-24 00:00:00.0000000,12,180.78
2022-03-24 00:00:00.0000000,13,176.66
2022-03-24 00:00:00.0000000,14,174.01
2022-03-24 00:00:00.0000000,15,177.60
2022-03-24 00:00:00.0000000,16,193.58
2022-03-24 00:00:00.0000000,17,220.03
2022-03-24 00:00:00.0000000,18,258.13
2022-03-24 00:00:00.0000000,19,304.89
2022-03-24 00:00:00.0000000,20,278.09
2022-03-24 00:00:00.0000000,21,236.89
2022-03-24 00:00:00.0000000,22,208.83
2022-03-24 00:00:00.0000000,23,199.15
2022-03-24 00:00:00.0000000,24,210.05
2022-03-25 00:00:00.0000000,1,203.42
2022-03-25 00:00:00.0000000,2,200.54
2022-03-25 00:00:00.0000000,3,196.48
2022-03-25 00:00:00.0000000,4,196.92
2022-03-25 00:00:00.0000000,5,205.35
2022-03-25 00:00:00.0000000,6,240.24
2022-03-25 00:00:00.0000000,7,268.41
2022-03-25 00:00:00.0000000,8,288.44
2022-03-25 00:00:00.0000000,9,277.82
2022-03-25 00:00:00.0000000,10,251.05
2022-03-25 00:00:00.0000000,11,213.51
2022-03-25 00:00:00.0000000,12,201.84
2022-03-25 00:00:00.0000000,13,195.36
2022-03-25 00:00:00.0000000,14,192.17
2022-03-25 00:00:00.0000000,15,190.98
2022-03-25 00:00:00.0000000,16,203.04
2022-03-25 00:00:00.0000000,17,232.92
2022-03-25 00:00:00.0000000,18,263.41
2022-03-25 00:00:00.0000000,19,308.88
2022-03-25 00:00:00.0000000,20,308.19
2022-03-25 00:00:00.0000000,21,238.21
2022-03-25 00:00:00.0000000,22,227.98
2022-03-25 00:00:00.0000000,23,231.11
2022-03-25 00:00:00.0000000,24,218.66
2022-03-26 00:00:00.0000000,1,207.59
2022-03-26 00:00:00.0000000,2,205.28
2022-03-26 00:00:00.0000000,3,190.48
2022-03-26 00:00:00.0000000,4,180.46
2022-03-26 00:00:00.0000000,5,183.11
2022-03-26 00:00:00.0000000,6,196.22
2022-03-26 00:00:00.0000000,7,198.41
2022-03-26 00:00:00.0000000,8,217.84
2022-03-26 00:00:00.0000000,9,214.29
2022-03-26 00:00:00.0000000,10,203.10
2022-03-26 00:00:00.0000000,11,179.04
2022-03-26 00:00:00.0000000,12,176.38
2022-03-26 00:00:00.0000000,13,175.04
2022-03-26 00:00:00.0000000,14,171.05
2022-03-26 00:00:00.0000000,15,172.07
2022-03-26 00:00:00.0000000,16,176.42
2022-03-26 00:00:00.0000000,17,189.71
2022-03-26 00:00:00.0000000,18,212.81
2022-03-26 00:00:00.0000000,19,259.82
2022-03-26 00:00:00.0000000,20,270.02
2022-03-26 00:00:00.0000000,21,220.72
2022-03-26 00:00:00.0000000,22,204.35
2022-03-26 00:00:00.0000000,23,212.86
2022-03-26 00:00:00.0000000,24,195.56
2022-03-27 00:00:00.0000000,1,189.93
2022-03-27 00:00:00.0000000,2,210.45
2022-03-27 00:00:00.0000000,3,181.40
2022-03-27 00:00:00.0000000,4,173.71
2022-03-27 00:00:00.0000000,5,174.76
2022-03-27 00:00:00.0000000,6,185.25
2022-03-27 00:00:00.0000000,7,188.23
2022-03-27 00:00:00.0000000,8,183.69
2022-03-27 00:00:00.0000000,9,194.88
2022-03-27 00:00:00.0000000,10,211.48
2022-03-27 00:00:00.0000000,11,209.25
2022-03-27 00:00:00.0000000,12,199.84
2022-03-27 00:00:00.0000000,13,173.15
2022-03-27 00:00:00.0000000,14,171.33
2022-03-27 00:00:00.0000000,15,170.23
2022-03-27 00:00:00.0000000,16,192.22
2022-03-27 00:00:00.0000000,17,202.37
2022-03-27 00:00:00.0000000,18,221.90
2022-03-27 00:00:00.0000000,19,240.37
2022-03-27 00:00:00.0000000,20,243.52
2022-03-27 00:00:00.0000000,21,210.34
2022-03-27 00:00:00.0000000,22,212.77
2022-03-27 00:00:00.0000000,23,182.71
2022-03-28 00:00:00.0000000,1,168.97
2022-03-28 00:00:00.0000000,2,172.91
2022-03-28 00:00:00.0000000,3,170.54
2022-03-28 00:00:00.0000000,4,169.95
2022-03-28 00:00:00.0000000,5,173.83
2022-03-28 00:00:00.0000000,6,193.06
2022-03-28 00:00:00.0000000,7,234.92
2022-03-28 00:00:00.0000000,8,258.14
2022-03-28 00:00:00.0000000,9,256.62
2022-03-28 00:00:00.0000000,10,245.44
2022-03-28 00:00:00.0000000,11,221.19
2022-03-28 00:00:00.0000000,12,194.70
2022-03-28 00:00:00.0000000,13,180.98
2022-03-28 00:00:00.0000000,14,173.85
2022-03-28 00:00:00.0000000,15,172.88
2022-03-28 00:00:00.0000000,16,174.24
2022-03-28 00:00:00.0000000,17,197.02
2022-03-28 00:00:00.0000000,18,234.62
2022-03-28 00:00:00.0000000,19,264.85
2022-03-28 00:00:00.0000000,20,266.01
2022-03-28 00:00:00.0000000,21,244.59
2022-03-28 00:00:00.0000000,22,222.47
2022-03-28 00:00:00.0000000,23,195.16
2022-03-28 00:00:00.0000000,24,193.54
2022-03-29 00:00:00.0000000,1,181.87
2022-03-29 00:00:00.0000000,2,183.10
2022-03-29 00:00:00.0000000,3,178.05
2022-03-29 00:00:00.0000000,4,176.64
2022-03-29 00:00:00.0000000,5,182.74
2022-03-29 00:00:00.0000000,6,203.25
2022-03-29 00:00:00.0000000,7,234.43
2022-03-29 00:00:00.0000000,8,257.01
2022-03-29 00:00:00.0000000,9,258.05
2022-03-29 00:00:00.0000000,10,250.59
2022-03-29 00:00:00.0000000,11,233.63
2022-03-29 00:00:00.0000000,12,219.06
2022-03-29 00:00:00.0000000,13,209.77
2022-03-29 00:00:00.0000000,14,199.62
2022-03-29 00:00:00.0000000,15,187.38
2022-03-29 00:00:00.0000000,16,189.76
2022-03-29 00:00:00.0000000,17,203.37
2022-03-29 00:00:00.0000000,18,226.13
2022-03-29 00:00:00.0000000,19,250.60
2022-03-29 00:00:00.0000000,20,255.59
2022-03-29 00:00:00.0000000,21,223.81
2022-03-29 00:00:00.0000000,22,203.19
2022-03-29 00:00:00.0000000,23,198.22
2022-03-29 00:00:00.0000000,24,220.39
2022-03-30 00:00:00.0000000,1,207.09
2022-03-30 00:00:00.0000000,2,209.78
2022-03-30 00:00:00.0000000,3,207.32
2022-03-30 00:00:00.0000000,4,204.12
2022-03-30 00:00:00.0000000,5,206.69
2022-03-30 00:00:00.0000000,6,219.83
2022-03-30 00:00:00.0000000,7,241.03
2022-03-30 00:00:00.0000000,8,260.53
2022-03-30 00:00:00.0000000,9,268.06
2022-03-30 00:00:00.0000000,10,277.58
2022-03-30 00:00:00.0000000,11,259.39
2022-03-30 00:00:00.0000000,12,251.11
2022-03-30 00:00:00.0000000,13,239.89
2022-03-30 00:00:00.0000000,14,236.22
2022-03-30 00:00:00.0000000,15,227.61
2022-03-30 00:00:00.0000000,16,220.01
2022-03-30 00:00:00.0000000,17,236.99
2022-03-30 00:00:00.0000000,18,240.83
2022-03-30 00:00:00.0000000,19,250.38
2022-03-30 00:00:00.0000000,20,247.87
2022-03-30 00:00:00.0000000,21,231.88
2022-03-30 00:00:00.0000000,22,221.21
2022-03-30 00:00:00.0000000,23,216.06
2022-03-30 00:00:00.0000000,24,234.98
2022-03-31 00:00:00.0000000,1,221.89
2022-03-31 00:00:00.0000000,2,222.34
2022-03-31 00:00:00.0000000,3,217.13
2022-03-31 00:00:00.0000000,4,203.71
2022-03-31 00:00:00.0000000,5,212.95
2022-03-31 00:00:00.0000000,6,232.54
2022-03-31 00:00:00.0000000,7,244.30
2022-03-31 00:00:00.0000000,8,289.22
2022-03-31 00:00:00.0000000,9,306.10
2022-03-31 00:00:00.0000000,10,302.01
2022-03-31 00:00:00.0000000,11,253.05
2022-03-31 00:00:00.0000000,12,229.89
2022-03-31 00:00:00.0000000,13,217.49
2022-03-31 00:00:00.0000000,14,213.16
2022-03-31 00:00:00.0000000,15,209.77
2022-03-31 00:00:00.0000000,16,209.65
2022-03-31 00:00:00.0000000,17,217.32
2022-03-31 00:00:00.0000000,18,236.81
2022-03-31 00:00:00.0000000,19,266.16
2022-03-31 00:00:00.0000000,20,300.82
2022-03-31 00:00:00.0000000,21,282.33
2022-03-31 00:00:00.0000000,22,235.55
2022-03-31 00:00:00.0000000,23,229.41
2022-03-31 00:00:00.0000000,24,243.83
2022-04-01 00:00:00.0000000,1,213.83
2022-04-01 00:00:00.0000000,2,218.96
2022-04-01 00:00:00.0000000,3,212.37
2022-04-01 00:00:00.0000000,4,208.66
2022-04-01 00:00:00.0000000,5,211.98
2022-04-01 00:00:00.0000000,6,227.05
2022-04-01 00:00:00.0000000,7,243.71
2022-04-01 00:00:00.0000000,8,253.01
2022-04-01 00:00:00.0000000,9,298.92
2022-04-01 00:00:00.0000000,10,297.43
2022-04-01 00:00:00.0000000,11,274.51
2022-04-01 00:00:00.0000000,12,243.93
2022-04-01 00:00:00.0000000,13,235.30
2022-04-01 00:00:00.0000000,14,210.75
2022-04-01 00:00:00.0000000,15,209.38
2022-04-01 00:00:00.0000000,16,213.25
2022-04-01 00:00:00.0000000,17,229.74
2022-04-01 00:00:00.0000000,18,247.50
2022-04-01 00:00:00.0000000,19,294.41
2022-04-01 00:00:00.0000000,20,317.81
2022-04-01 00:00:00.0000000,21,312.43
2022-04-01 00:00:00.0000000,22,278.55
2022-04-01 00:00:00.0000000,23,251.72
2022-04-01 00:00:00.0000000,24,269.14
2022-04-02 00:00:00.0000000,1,248.99
2022-04-02 00:00:00.0000000,2,245.18
2022-04-02 00:00:00.0000000,3,221.39
2022-04-02 00:00:00.0000000,4,214.48
2022-04-02 00:00:00.0000000,5,220.12
2022-04-02 00:00:00.0000000,6,234.09
2022-04-02 00:00:00.0000000,7,247.91
2022-04-02 00:00:00.0000000,8,274.47
2022-04-02 00:00:00.0000000,9,292.51
2022-04-02 00:00:00.0000000,10,291.32
2022-04-02 00:00:00.0000000,11,272.35
2022-04-02 00:00:00.0000000,12,265.05
2022-04-02 00:00:00.0000000,13,246.87
2022-04-02 00:00:00.0000000,14,237.56
2022-04-02 00:00:00.0000000,15,221.82
2022-04-02 00:00:00.0000000,16,226.49
2022-04-02 00:00:00.0000000,17,229.94
2022-04-02 00:00:00.0000000,18,255.52
2022-04-02 00:00:00.0000000,19,301.81
2022-04-02 00:00:00.0000000,20,324.64
2022-04-02 00:00:00.0000000,21,307.30
2022-04-02 00:00:00.0000000,22,290.13
2022-04-02 00:00:00.0000000,23,259.26
2022-04-02 00:00:00.0000000,24,273.48
2022-04-03 00:00:00.0000000,1,248.58
2022-04-03 00:00:00.0000000,2,251.78
2022-04-03 00:00:00.0000000,3,222.76
2022-04-03 00:00:00.0000000,4,214.00
2022-04-03 00:00:00.0000000,5,213.08
2022-04-03 00:00:00.0000000,6,218.76
2022-04-03 00:00:00.0000000,7,229.68
2022-04-03 00:00:00.0000000,8,247.21
2022-04-03 00:00:00.0000000,9,230.91
2022-04-03 00:00:00.0000000,10,238.11
2022-04-03 00:00:00.0000000,11,233.56
2022-04-03 00:00:00.0000000,12,230.72
2022-04-03 00:00:00.0000000,13,227.58
2022-04-03 00:00:00.0000000,14,206.15
2022-04-03 00:00:00.0000000,15,201.45
2022-04-03 00:00:00.0000000,16,199.67
2022-04-03 00:00:00.0000000,17,222.26
2022-04-03 00:00:00.0000000,18,259.61
2022-04-03 00:00:00.0000000,19,276.45
2022-04-03 00:00:00.0000000,20,275.70
2022-04-03 00:00:00.0000000,21,250.33
2022-04-03 00:00:00.0000000,22,203.77
2022-04-03 00:00:00.0000000,23,160.11
2022-04-03 00:00:00.0000000,24,164.21
2022-04-04 00:00:00.0000000,1,145.84
2022-04-04 00:00:00.0000000,2,143.97
2022-04-04 00:00:00.0000000,3,138.74
2022-04-04 00:00:00.0000000,4,129.79
2022-04-04 00:00:00.0000000,5,117.28
2022-04-04 00:00:00.0000000,6,148.86
2022-04-04 00:00:00.0000000,7,171.46
2022-04-04 00:00:00.0000000,8,172.38
2022-04-04 00:00:00.0000000,9,219.37
2022-04-04 00:00:00.0000000,10,229.19
2022-04-04 00:00:00.0000000,11,222.21
2022-04-04 00:00:00.0000000,12,220.55
2022-04-04 00:00:00.0000000,13,219.29
2022-04-04 00:00:00.0000000,14,199.71
2022-04-04 00:00:00.0000000,15,194.82
2022-04-04 00:00:00.0000000,16,204.94
2022-04-04 00:00:00.0000000,17,208.21
2022-04-04 00:00:00.0000000,18,244.37
2022-04-04 00:00:00.0000000,19,262.92
2022-04-04 00:00:00.0000000,20,267.19
2022-04-04 00:00:00.0000000,21,237.24
2022-04-04 00:00:00.0000000,22,219.49
2022-04-04 00:00:00.0000000,23,158.13
2022-04-04 00:00:00.0000000,24,204.85
2022-04-05 00:00:00.0000000,1,178.35
2022-04-05 00:00:00.0000000,2,197.67
2022-04-05 00:00:00.0000000,3,186.54
2022-04-05 00:00:00.0000000,4,174.84
2022-04-05 00:00:00.0000000,5,176.97
2022-04-05 00:00:00.0000000,6,200.01
2022-04-05 00:00:00.0000000,7,214.66
2022-04-05 00:00:00.0000000,8,237.00
2022-04-05 00:00:00.0000000,9,254.92
2022-04-05 00:00:00.0000000,10,264.70
2022-04-05 00:00:00.0000000,11,237.35
2022-04-05 00:00:00.0000000,12,205.52
2022-04-05 00:00:00.0000000,13,193.62
2022-04-05 00:00:00.0000000,14,180.59
2022-04-05 00:00:00.0000000,15,177.13
2022-04-05 00:00:00.0000000,16,185.23
2022-04-05 00:00:00.0000000,17,199.08
2022-04-05 00:00:00.0000000,18,231.19
2022-04-05 00:00:00.0000000,19,249.12
2022-04-05 00:00:00.0000000,20,229.83
2022-04-05 00:00:00.0000000,21,211.81
2022-04-05 00:00:00.0000000,22,201.42
2022-04-05 00:00:00.0000000,23,171.72
2022-04-05 00:00:00.0000000,24,146.30
2022-04-06 00:00:00.0000000,1,134.92
2022-04-06 00:00:00.0000000,2,139.97
2022-04-06 00:00:00.0000000,3,137.74
2022-04-06 00:00:00.0000000,4,130.35
2022-04-06 00:00:00.0000000,5,129.01
2022-04-06 00:00:00.0000000,6,150.90
2022-04-06 00:00:00.0000000,7,192.13
2022-04-06 00:00:00.0000000,8,186.18
2022-04-06 00:00:00.0000000,9,210.83
2022-04-06 00:00:00.0000000,10,214.88
2022-04-06 00:00:00.0000000,11,215.88
2022-04-06 00:00:00.0000000,12,199.45
2022-04-06 00:00:00.0000000,13,204.24
2022-04-06 00:00:00.0000000,14,178.42
2022-04-06 00:00:00.0000000,15,171.73
2022-04-06 00:00:00.0000000,16,166.61
2022-04-06 00:00:00.0000000,17,183.05
2022-04-06 00:00:00.0000000,18,204.15
2022-04-06 00:00:00.0000000,19,220.35
2022-04-06 00:00:00.0000000,20,214.30
2022-04-06 00:00:00.0000000,21,207.34
2022-04-06 00:00:00.0000000,22,195.37
2022-04-06 00:00:00.0000000,23,171.77
2022-04-06 00:00:00.0000000,24,175.22
2022-04-07 00:00:00.0000000,1,148.68
2022-04-07 00:00:00.0000000,2,145.64
2022-04-07 00:00:00.0000000,3,138.97
2022-04-07 00:00:00.0000000,4,127.56
2022-04-07 00:00:00.0000000,5,124.04
2022-04-07 00:00:00.0000000,6,132.27
2022-04-07 00:00:00.0000000,7,187.39
2022-04-07 00:00:00.0000000,8,214.32
2022-04-07 00:00:00.0000000,9,228.51
2022-04-07 00:00:00.0000000,10,209.99
2022-04-07 00:00:00.0000000,11,192.10
2022-04-07 00:00:00.0000000,12,184.10
2022-04-07 00:00:00.0000000,13,187.09
2022-04-07 00:00:00.0000000,14,175.94
2022-04-07 00:00:00.0000000,15,167.87
2022-04-07 00:00:00.0000000,16,168.57
2022-04-07 00:00:00.0000000,17,171.18
2022-04-07 00:00:00.0000000,18,188.65
2022-04-07 00:00:00.0000000,19,213.44
2022-04-07 00:00:00.0000000,20,229.32
2022-04-07 00:00:00.0000000,21,225.82
2022-04-07 00:00:00.0000000,22,211.00
2022-04-07 00:00:00.0000000,23,195.00
2022-04-07 00:00:00.0000000,24,181.91
2022-04-08 00:00:00.0000000,1,172.46
2022-04-08 00:00:00.0000000,2,177.69
2022-04-08 00:00:00.0000000,3,178.95
2022-04-08 00:00:00.0000000,4,176.56
2022-04-08 00:00:00.0000000,5,187.20
2022-04-08 00:00:00.0000000,6,201.27
2022-04-08 00:00:00.0000000,7,216.32
2022-04-08 00:00:00.0000000,8,255.15
2022-04-08 00:00:00.0000000,9,260.10
2022-04-08 00:00:00.0000000,10,240.73
2022-04-08 00:00:00.0000000,11,217.86
2022-04-08 00:00:00.0000000,12,209.30
2022-04-08 00:00:00.0000000,13,203.97
2022-04-08 00:00:00.0000000,14,190.42
2022-04-08 00:00:00.0000000,15,173.50
2022-04-08 00:00:00.0000000,16,172.64
2022-04-08 00:00:00.0000000,17,184.90
2022-04-08 00:00:00.0000000,18,200.24
2022-04-08 00:00:00.0000000,19,224.94
2022-04-08 00:00:00.0000000,20,231.71
2022-04-08 00:00:00.0000000,21,228.70
2022-04-08 00:00:00.0000000,22,205.25
2022-04-08 00:00:00.0000000,23,188.68
2022-04-08 00:00:00.0000000,24,208.48
2022-04-09 00:00:00.0000000,1,192.22
2022-04-09 00:00:00.0000000,2,193.71
2022-04-09 00:00:00.0000000,3,183.44
2022-04-09 00:00:00.0000000,4,178.46
2022-04-09 00:00:00.0000000,5,183.78
2022-04-09 00:00:00.0000000,6,186.02
2022-04-09 00:00:00.0000000,7,200.12
2022-04-09 00:00:00.0000000,8,211.25
2022-04-09 00:00:00.0000000,9,229.92
2022-04-09 00:00:00.0000000,10,216.73
2022-04-09 00:00:00.0000000,11,203.62
2022-04-09 00:00:00.0000000,12,204.19
2022-04-09 00:00:00.0000000,13,182.87
2022-04-09 00:00:00.0000000,14,174.90
2022-04-09 00:00:00.0000000,15,170.21
2022-04-09 00:00:00.0000000,16,165.49
2022-04-09 00:00:00.0000000,17,174.64
2022-04-09 00:00:00.0000000,18,197.06
2022-04-09 00:00:00.0000000,19,218.78
2022-04-09 00:00:00.0000000,20,242.83
2022-04-09 00:00:00.0000000,21,257.67
2022-04-09 00:00:00.0000000,22,242.64
2022-04-09 00:00:00.0000000,23,228.50
2022-04-09 00:00:00.0000000,24,229.57
2022-04-10 00:00:00.0000000,1,210.09
2022-04-10 00:00:00.0000000,2,208.42
2022-04-10 00:00:00.0000000,3,196.91
2022-04-10 00:00:00.0000000,4,194.12
2022-04-10 00:00:00.0000000,5,193.15
2022-04-10 00:00:00.0000000,6,191.30
2022-04-10 00:00:00.0000000,7,200.25
2022-04-10 00:00:00.0000000,8,204.76
2022-04-10 00:00:00.0000000,9,203.86
2022-04-10 00:00:00.0000000,10,204.36
2022-04-10 00:00:00.0000000,11,196.00
2022-04-10 00:00:00.0000000,12,191.64
2022-04-10 00:00:00.0000000,13,191.73
2022-04-10 00:00:00.0000000,14,176.14
2022-04-10 00:00:00.0000000,15,176.32
2022-04-10 00:00:00.0000000,16,176.19
2022-04-10 00:00:00.0000000,17,203.64
2022-04-10 00:00:00.0000000,18,233.92
2022-04-10 00:00:00.0000000,19,245.33
2022-04-10 00:00:00.0000000,20,246.30
2022-04-10 00:00:00.0000000,21,237.32
2022-04-10 00:00:00.0000000,22,208.75
2022-04-10 00:00:00.0000000,23,191.98
2022-04-10 00:00:00.0000000,24,213.31
2022-04-11 00:00:00.0000000,1,186.03
2022-04-11 00:00:00.0000000,2,184.25
2022-04-11 00:00:00.0000000,3,182.98
2022-04-11 00:00:00.0000000,4,183.72
2022-04-11 00:00:00.0000000,5,192.41
2022-04-11 00:00:00.0000000,6,214.02
2022-04-11 00:00:00.0000000,7,245.84
2022-04-11 00:00:00.0000000,8,252.10
2022-04-11 00:00:00.0000000,9,238.35
2022-04-11 00:00:00.0000000,10,204.84
2022-04-11 00:00:00.0000000,11,181.38
2022-04-11 00:00:00.0000000,12,199.27
2022-04-11 00:00:00.0000000,13,171.44
2022-04-11 00:00:00.0000000,14,158.99
2022-04-11 00:00:00.0000000,15,150.24
2022-04-11 00:00:00.0000000,16,158.64
2022-04-11 00:00:00.0000000,17,190.84
2022-04-11 00:00:00.0000000,18,215.21
2022-04-11 00:00:00.0000000,19,246.52
2022-04-11 00:00:00.0000000,20,238.01
2022-04-11 00:00:00.0000000,21,223.66
2022-04-11 00:00:00.0000000,22,201.71
2022-04-11 00:00:00.0000000,23,167.91
2022-04-11 00:00:00.0000000,24,179.43
2022-04-12 00:00:00.0000000,1,161.46
2022-04-12 00:00:00.0000000,2,168.35
2022-04-12 00:00:00.0000000,3,161.06
2022-04-12 00:00:00.0000000,4,163.40
2022-04-12 00:00:00.0000000,5,176.50
2022-04-12 00:00:00.0000000,6,201.69
2022-04-12 00:00:00.0000000,7,207.62
2022-04-12 00:00:00.0000000,8,210.72
2022-04-12 00:00:00.0000000,9,207.52
2022-04-12 00:00:00.0000000,10,204.87
2022-04-12 00:00:00.0000000,11,196.22
2022-04-12 00:00:00.0000000,12,194.09
2022-04-12 00:00:00.0000000,13,189.09
2022-04-12 00:00:00.0000000,14,184.06
2022-04-12 00:00:00.0000000,15,183.46
2022-04-12 00:00:00.0000000,16,179.39
2022-04-12 00:00:00.0000000,17,195.91
2022-04-12 00:00:00.0000000,18,219.37
2022-04-12 00:00:00.0000000,19,237.91
2022-04-12 00:00:00.0000000,20,246.63
2022-04-12 00:00:00.0000000,21,229.76
2022-04-12 00:00:00.0000000,22,200.16
2022-04-12 00:00:00.0000000,23,194.13
2022-04-12 00:00:00.0000000,24,179.46
2022-04-13 00:00:00.0000000,1,161.97
2022-04-13 00:00:00.0000000,2,163.03
2022-04-13 00:00:00.0000000,3,160.29
2022-04-13 00:00:00.0000000,4,158.60
2022-04-13 00:00:00.0000000,5,162.23
2022-04-13 00:00:00.0000000,6,185.72
2022-04-13 00:00:00.0000000,7,201.71
2022-04-13 00:00:00.0000000,8,228.98
2022-04-13 00:00:00.0000000,9,222.13
2022-04-13 00:00:00.0000000,10,206.28
2022-04-13 00:00:00.0000000,11,192.81
2022-04-13 00:00:00.0000000,12,183.68
2022-04-13 00:00:00.0000000,13,170.02
2022-04-13 00:00:00.0000000,14,157.51
2022-04-13 00:00:00.0000000,15,157.76
2022-04-13 00:00:00.0000000,16,160.05
2022-04-13 00:00:00.0000000,17,184.51
2022-04-13 00:00:00.0000000,18,213.13
2022-04-13 00:00:00.0000000,19,240.74
2022-04-13 00:00:00.0000000,20,240.49
2022-04-13 00:00:00.0000000,21,230.11
2022-04-13 00:00:00.0000000,22,208.17
2022-04-13 00:00:00.0000000,23,191.19
2022-04-13 00:00:00.0000000,24,183.61
2022-04-14 00:00:00.0000000,1,163.78
2022-04-14 00:00:00.0000000,2,164.07
2022-04-14 00:00:00.0000000,3,160.73
2022-04-14 00:00:00.0000000,4,159.72
2022-04-14 00:00:00.0000000,5,165.65
2022-04-14 00:00:00.0000000,6,193.97
2022-04-14 00:00:00.0000000,7,213.73
2022-04-14 00:00:00.0000000,8,232.24
2022-04-14 00:00:00.0000000,9,227.69
2022-04-14 00:00:00.0000000,10,202.70
2022-04-14 00:00:00.0000000,11,186.27
2022-04-14 00:00:00.0000000,12,175.48
2022-04-14 00:00:00.0000000,13,163.58
2022-04-14 00:00:00.0000000,14,159.99
2022-04-14 00:00:00.0000000,15,157.58
