IMRP_Date,Settlement_Period,IMRP_Amount
2018-05-22 00:00:00.0000000,2,45.37
2018-05-22 00:00:00.0000000,3,42.13
2018-05-22 00:00:00.0000000,4,41.92
2018-05-22 00:00:00.0000000,5,41.00
2018-05-22 00:00:00.0000000,6,42.40
2018-05-22 00:00:00.0000000,7,49.37
2018-05-22 00:00:00.0000000,8,53.49
2018-05-22 00:00:00.0000000,9,63.63
2018-05-22 00:00:00.0000000,10,54.68
2018-05-22 00:00:00.0000000,11,51.20
2018-05-22 00:00:00.0000000,12,52.03
2018-05-22 00:00:00.0000000,13,56.00
2018-05-22 00:00:00.0000000,14,52.90
2018-05-22 00:00:00.0000000,15,53.00
2018-05-22 00:00:00.0000000,16,53.10
2018-05-22 00:00:00.0000000,17,57.00
2018-05-22 00:00:00.0000000,18,67.40
2018-05-22 00:00:00.0000000,19,69.00
2018-05-22 00:00:00.0000000,20,73.00
2018-05-22 00:00:00.0000000,21,64.00
2018-05-22 00:00:00.0000000,22,66.00
2018-05-22 00:00:00.0000000,23,48.55
2018-05-22 00:00:00.0000000,24,56.07
2018-05-23 00:00:00.0000000,1,49.90
2018-05-23 00:00:00.0000000,2,47.52
2018-05-23 00:00:00.0000000,3,46.70
2018-05-23 00:00:00.0000000,4,46.70
2018-05-23 00:00:00.0000000,5,43.30
2018-05-23 00:00:00.0000000,6,47.39
2018-05-23 00:00:00.0000000,7,52.70
2018-05-23 00:00:00.0000000,8,59.75
2018-05-23 00:00:00.0000000,9,76.50
2018-05-23 00:00:00.0000000,10,63.26
2018-05-23 00:00:00.0000000,11,52.89
2018-05-23 00:00:00.0000000,12,48.93
2018-05-23 00:00:00.0000000,13,48.93
2018-05-23 00:00:00.0000000,14,47.57
2018-05-23 00:00:00.0000000,15,47.02
2018-05-23 00:00:00.0000000,16,48.00
2018-05-23 00:00:00.0000000,17,49.43
2018-05-23 00:00:00.0000000,18,68.00
2018-05-23 00:00:00.0000000,19,74.30
2018-05-23 00:00:00.0000000,20,73.73
2018-05-23 00:00:00.0000000,21,58.90
2018-05-23 00:00:00.0000000,22,60.00
2018-05-23 00:00:00.0000000,23,48.00
2018-05-23 00:00:00.0000000,24,56.63
2018-05-24 00:00:00.0000000,1,51.95
2018-05-24 00:00:00.0000000,2,47.28
2018-05-24 00:00:00.0000000,3,47.00
2018-05-24 00:00:00.0000000,4,47.00
2018-05-24 00:00:00.0000000,5,46.70
2018-05-24 00:00:00.0000000,6,47.02
2018-05-24 00:00:00.0000000,7,52.07
2018-05-24 00:00:00.0000000,8,51.00
2018-05-24 00:00:00.0000000,9,70.10
2018-05-24 00:00:00.0000000,10,72.60
2018-05-24 00:00:00.0000000,11,61.80
2018-05-24 00:00:00.0000000,12,54.80
2018-05-24 00:00:00.0000000,13,53.60
2018-05-24 00:00:00.0000000,14,49.96
2018-05-24 00:00:00.0000000,15,49.07
2018-05-24 00:00:00.0000000,16,48.87
2018-05-24 00:00:00.0000000,17,65.60
2018-05-24 00:00:00.0000000,18,71.94
2018-05-24 00:00:00.0000000,19,70.70
2018-05-24 00:00:00.0000000,20,65.40
2018-05-24 00:00:00.0000000,21,58.00
2018-05-24 00:00:00.0000000,22,56.63
2018-05-24 00:00:00.0000000,23,50.00
2018-05-24 00:00:00.0000000,24,64.00
2018-05-25 00:00:00.0000000,1,59.90
2018-05-25 00:00:00.0000000,2,50.00
2018-05-25 00:00:00.0000000,3,48.00
2018-05-25 00:00:00.0000000,4,47.05
2018-05-25 00:00:00.0000000,5,46.00
2018-05-25 00:00:00.0000000,6,44.00
2018-05-25 00:00:00.0000000,7,55.00
2018-05-25 00:00:00.0000000,8,61.00
2018-05-25 00:00:00.0000000,9,75.70
2018-05-25 00:00:00.0000000,10,77.78
2018-05-25 00:00:00.0000000,11,72.00
2018-05-25 00:00:00.0000000,12,63.25
2018-05-25 00:00:00.0000000,13,58.00
2018-05-25 00:00:00.0000000,14,49.22
2018-05-25 00:00:00.0000000,15,48.08
2018-05-25 00:00:00.0000000,16,47.80
2018-05-25 00:00:00.0000000,17,49.22
2018-05-25 00:00:00.0000000,18,55.10
2018-05-25 00:00:00.0000000,19,67.00
2018-05-25 00:00:00.0000000,20,68.00
2018-05-25 00:00:00.0000000,21,59.00
2018-05-25 00:00:00.0000000,22,62.00
2018-05-25 00:00:00.0000000,23,54.00
2018-05-25 00:00:00.0000000,24,70.09
2018-05-26 00:00:00.0000000,1,59.97
2018-05-26 00:00:00.0000000,2,55.00
2018-05-26 00:00:00.0000000,3,55.00
2018-05-26 00:00:00.0000000,4,49.20
2018-05-26 00:00:00.0000000,5,42.00
2018-05-26 00:00:00.0000000,6,40.07
2018-05-26 00:00:00.0000000,7,45.06
2018-05-26 00:00:00.0000000,8,49.94
2018-05-26 00:00:00.0000000,9,70.00
2018-05-26 00:00:00.0000000,10,75.98
2018-05-26 00:00:00.0000000,11,75.91
2018-05-26 00:00:00.0000000,12,58.00
2018-05-26 00:00:00.0000000,13,48.00
2018-05-26 00:00:00.0000000,14,46.00
2018-05-26 00:00:00.0000000,15,42.93
2018-05-26 00:00:00.0000000,16,44.00
2018-05-26 00:00:00.0000000,17,46.10
2018-05-26 00:00:00.0000000,18,52.30
2018-05-26 00:00:00.0000000,19,69.60
2018-05-26 00:00:00.0000000,20,65.50
2018-05-26 00:00:00.0000000,21,60.00
2018-05-26 00:00:00.0000000,22,55.50
2018-05-26 00:00:00.0000000,23,46.50
2018-05-26 00:00:00.0000000,24,57.37
2018-05-27 00:00:00.0000000,1,41.97
2018-05-27 00:00:00.0000000,2,34.00
2018-05-27 00:00:00.0000000,3,27.99
2018-05-27 00:00:00.0000000,4,31.60
2018-05-27 00:00:00.0000000,5,24.65
2018-05-27 00:00:00.0000000,6,22.41
2018-05-27 00:00:00.0000000,7,25.60
2018-05-27 00:00:00.0000000,8,28.20
2018-05-27 00:00:00.0000000,9,34.00
2018-05-27 00:00:00.0000000,10,46.00
2018-05-27 00:00:00.0000000,11,55.00
2018-05-27 00:00:00.0000000,12,57.00
2018-05-27 00:00:00.0000000,13,59.00
2018-05-27 00:00:00.0000000,14,48.00
2018-05-27 00:00:00.0000000,15,44.00
2018-05-27 00:00:00.0000000,16,46.20
2018-05-27 00:00:00.0000000,17,58.00
2018-05-27 00:00:00.0000000,18,63.09
2018-05-27 00:00:00.0000000,19,51.00
2018-05-27 00:00:00.0000000,20,62.00
2018-05-27 00:00:00.0000000,21,64.00
2018-05-27 00:00:00.0000000,22,78.00
2018-05-27 00:00:00.0000000,23,70.00
2018-05-27 00:00:00.0000000,24,80.00
2018-05-28 00:00:00.0000000,1,50.00
2018-05-28 00:00:00.0000000,2,63.20
2018-05-28 00:00:00.0000000,3,54.60
2018-05-28 00:00:00.0000000,4,47.70
2018-05-28 00:00:00.0000000,5,47.60
2018-05-28 00:00:00.0000000,6,52.00
2018-05-28 00:00:00.0000000,7,76.52
2018-05-28 00:00:00.0000000,8,48.76
2018-05-28 00:00:00.0000000,9,56.05
2018-05-28 00:00:00.0000000,10,64.00
2018-05-28 00:00:00.0000000,11,68.50
2018-05-28 00:00:00.0000000,12,61.80
2018-05-28 00:00:00.0000000,13,58.14
2018-05-28 00:00:00.0000000,14,58.52
2018-05-28 00:00:00.0000000,15,52.60
2018-05-28 00:00:00.0000000,16,58.00
2018-05-28 00:00:00.0000000,17,63.52
2018-05-28 00:00:00.0000000,18,70.00
2018-05-28 00:00:00.0000000,19,72.68
2018-05-28 00:00:00.0000000,20,70.11
2018-05-28 00:00:00.0000000,21,61.00
2018-05-28 00:00:00.0000000,22,61.45
2018-05-28 00:00:00.0000000,23,47.40
2018-05-28 00:00:00.0000000,24,56.00
2018-05-29 00:00:00.0000000,1,51.92
2018-05-29 00:00:00.0000000,2,45.90
2018-05-29 00:00:00.0000000,3,45.50
2018-05-29 00:00:00.0000000,4,40.83
2018-05-29 00:00:00.0000000,5,38.00
2018-05-29 00:00:00.0000000,6,41.03
2018-05-29 00:00:00.0000000,7,47.57
2018-05-29 00:00:00.0000000,8,52.50
2018-05-29 00:00:00.0000000,9,70.00
2018-05-29 00:00:00.0000000,10,72.88
2018-05-29 00:00:00.0000000,11,66.79
2018-05-29 00:00:00.0000000,12,60.00
2018-05-29 00:00:00.0000000,13,55.90
2018-05-29 00:00:00.0000000,14,50.00
2018-05-29 00:00:00.0000000,15,46.86
2018-05-29 00:00:00.0000000,16,49.99
2018-05-29 00:00:00.0000000,17,60.00
2018-05-29 00:00:00.0000000,18,63.09
2018-05-29 00:00:00.0000000,19,61.40
2018-05-29 00:00:00.0000000,20,61.90
2018-05-29 00:00:00.0000000,21,52.00
2018-05-29 00:00:00.0000000,22,60.00
2018-05-29 00:00:00.0000000,23,46.86
2018-05-29 00:00:00.0000000,24,56.03
2018-05-30 00:00:00.0000000,1,47.86
2018-05-30 00:00:00.0000000,2,46.10
2018-05-30 00:00:00.0000000,3,45.53
2018-05-30 00:00:00.0000000,4,45.30
2018-05-30 00:00:00.0000000,5,45.30
2018-05-30 00:00:00.0000000,6,47.35
2018-05-30 00:00:00.0000000,7,58.80
2018-05-30 00:00:00.0000000,8,49.93
2018-05-30 00:00:00.0000000,9,67.50
2018-05-30 00:00:00.0000000,10,63.60
2018-05-30 00:00:00.0000000,11,62.10
2018-05-30 00:00:00.0000000,12,64.70
2018-05-30 00:00:00.0000000,13,67.41
2018-05-30 00:00:00.0000000,14,59.90
2018-05-30 00:00:00.0000000,15,59.40
2018-05-30 00:00:00.0000000,16,60.00
2018-05-30 00:00:00.0000000,17,73.54
2018-05-30 00:00:00.0000000,18,72.01
2018-05-30 00:00:00.0000000,19,72.00
2018-05-30 00:00:00.0000000,20,65.90
2018-05-30 00:00:00.0000000,21,58.22
2018-05-30 00:00:00.0000000,22,62.00
2018-05-30 00:00:00.0000000,23,50.45
2018-05-30 00:00:00.0000000,24,56.07
2018-05-31 00:00:00.0000000,1,52.96
2018-05-31 00:00:00.0000000,2,50.00
2018-05-31 00:00:00.0000000,3,48.12
2018-05-31 00:00:00.0000000,4,48.00
2018-05-31 00:00:00.0000000,5,48.00
2018-05-31 00:00:00.0000000,6,48.20
2018-05-31 00:00:00.0000000,7,57.04
2018-05-31 00:00:00.0000000,8,52.00
2018-05-31 00:00:00.0000000,9,69.40
2018-05-31 00:00:00.0000000,10,73.38
2018-05-31 00:00:00.0000000,11,70.00
2018-05-31 00:00:00.0000000,12,62.00
2018-05-31 00:00:00.0000000,13,64.00
2018-05-31 00:00:00.0000000,14,50.95
2018-05-31 00:00:00.0000000,15,49.96
2018-05-31 00:00:00.0000000,16,55.00
2018-05-31 00:00:00.0000000,17,67.95
2018-05-31 00:00:00.0000000,18,72.19
2018-05-31 00:00:00.0000000,19,70.00
2018-05-31 00:00:00.0000000,20,67.78
2018-05-31 00:00:00.0000000,21,55.99
2018-05-31 00:00:00.0000000,22,52.00
2018-05-31 00:00:00.0000000,23,48.10
2018-05-31 00:00:00.0000000,24,60.00
2018-06-01 00:00:00.0000000,1,53.80
2018-06-01 00:00:00.0000000,2,48.70
2018-06-01 00:00:00.0000000,3,48.10
2018-06-01 00:00:00.0000000,4,47.56
2018-06-01 00:00:00.0000000,5,47.00
2018-06-01 00:00:00.0000000,6,48.89
2018-06-01 00:00:00.0000000,7,57.54
2018-06-01 00:00:00.0000000,8,54.90
2018-06-01 00:00:00.0000000,9,70.00
2018-06-01 00:00:00.0000000,10,78.00
2018-06-01 00:00:00.0000000,11,74.00
2018-06-01 00:00:00.0000000,12,66.34
2018-06-01 00:00:00.0000000,13,63.00
2018-06-01 00:00:00.0000000,14,56.00
2018-06-01 00:00:00.0000000,15,50.76
2018-06-01 00:00:00.0000000,16,50.22
2018-06-01 00:00:00.0000000,17,59.20
2018-06-01 00:00:00.0000000,18,65.00
2018-06-01 00:00:00.0000000,19,62.00
2018-06-01 00:00:00.0000000,20,70.00
2018-06-01 00:00:00.0000000,21,58.00
2018-06-01 00:00:00.0000000,22,60.20
2018-06-01 00:00:00.0000000,23,54.22
2018-06-01 00:00:00.0000000,24,64.00
2018-06-02 00:00:00.0000000,1,50.70
2018-06-02 00:00:00.0000000,2,53.70
2018-06-02 00:00:00.0000000,3,47.20
2018-06-02 00:00:00.0000000,4,46.00
2018-06-02 00:00:00.0000000,5,44.00
2018-06-02 00:00:00.0000000,6,44.07
2018-06-02 00:00:00.0000000,7,45.69
2018-06-02 00:00:00.0000000,8,47.03
2018-06-02 00:00:00.0000000,9,52.00
2018-06-02 00:00:00.0000000,10,74.00
2018-06-02 00:00:00.0000000,11,70.00
2018-06-02 00:00:00.0000000,12,64.10
2018-06-02 00:00:00.0000000,13,53.36
2018-06-02 00:00:00.0000000,14,47.40
2018-06-02 00:00:00.0000000,15,46.50
2018-06-02 00:00:00.0000000,16,46.50
2018-06-02 00:00:00.0000000,17,48.08
2018-06-02 00:00:00.0000000,18,56.50
2018-06-02 00:00:00.0000000,19,70.01
2018-06-02 00:00:00.0000000,20,76.00
2018-06-02 00:00:00.0000000,21,72.43
2018-06-02 00:00:00.0000000,22,72.00
2018-06-02 00:00:00.0000000,23,55.00
2018-06-02 00:00:00.0000000,24,64.00
2018-06-03 00:00:00.0000000,1,51.99
2018-06-03 00:00:00.0000000,2,51.99
2018-06-03 00:00:00.0000000,3,52.70
2018-06-03 00:00:00.0000000,4,47.09
2018-06-03 00:00:00.0000000,5,42.00
2018-06-03 00:00:00.0000000,6,41.00
2018-06-03 00:00:00.0000000,7,43.90
2018-06-03 00:00:00.0000000,8,42.00
2018-06-03 00:00:00.0000000,9,44.80
2018-06-03 00:00:00.0000000,10,53.96
2018-06-03 00:00:00.0000000,11,55.40
2018-06-03 00:00:00.0000000,12,56.60
2018-06-03 00:00:00.0000000,13,61.00
2018-06-03 00:00:00.0000000,14,48.00
2018-06-03 00:00:00.0000000,15,47.03
2018-06-03 00:00:00.0000000,16,47.59
2018-06-03 00:00:00.0000000,17,54.40
2018-06-03 00:00:00.0000000,18,54.00
2018-06-03 00:00:00.0000000,19,67.00
2018-06-03 00:00:00.0000000,20,74.80
2018-06-03 00:00:00.0000000,21,71.70
2018-06-03 00:00:00.0000000,22,71.70
2018-06-03 00:00:00.0000000,23,62.97
2018-06-03 00:00:00.0000000,24,60.05
2018-06-04 00:00:00.0000000,1,47.57
2018-06-04 00:00:00.0000000,2,47.14
2018-06-04 00:00:00.0000000,3,45.46
2018-06-04 00:00:00.0000000,4,45.06
2018-06-04 00:00:00.0000000,5,42.67
2018-06-04 00:00:00.0000000,6,47.95
2018-06-04 00:00:00.0000000,7,55.30
2018-06-04 00:00:00.0000000,8,55.01
2018-06-04 00:00:00.0000000,9,61.16
2018-06-04 00:00:00.0000000,10,69.00
2018-06-04 00:00:00.0000000,11,74.00
2018-06-04 00:00:00.0000000,12,72.04
2018-06-04 00:00:00.0000000,13,68.00
2018-06-04 00:00:00.0000000,14,57.14
2018-06-04 00:00:00.0000000,15,48.09
2018-06-04 00:00:00.0000000,16,47.76
2018-06-04 00:00:00.0000000,17,67.46
2018-06-04 00:00:00.0000000,18,71.96
2018-06-04 00:00:00.0000000,19,71.94
2018-06-04 00:00:00.0000000,20,62.00
2018-06-04 00:00:00.0000000,21,50.00
2018-06-04 00:00:00.0000000,22,59.42
2018-06-04 00:00:00.0000000,23,47.48
2018-06-04 00:00:00.0000000,24,57.07
2018-06-05 00:00:00.0000000,1,48.28
2018-06-05 00:00:00.0000000,2,46.58
2018-06-05 00:00:00.0000000,3,44.00
2018-06-05 00:00:00.0000000,4,43.00
2018-06-05 00:00:00.0000000,5,42.10
2018-06-05 00:00:00.0000000,6,46.14
2018-06-05 00:00:00.0000000,7,57.00
2018-06-05 00:00:00.0000000,8,56.29
2018-06-05 00:00:00.0000000,9,64.00
2018-06-05 00:00:00.0000000,10,73.31
2018-06-05 00:00:00.0000000,11,70.97
2018-06-05 00:00:00.0000000,12,62.62
2018-06-05 00:00:00.0000000,13,60.00
2018-06-05 00:00:00.0000000,14,50.33
2018-06-05 00:00:00.0000000,15,48.14
2018-06-05 00:00:00.0000000,16,47.84
2018-06-05 00:00:00.0000000,17,49.60
2018-06-05 00:00:00.0000000,18,60.00
2018-06-05 00:00:00.0000000,19,61.23
2018-06-05 00:00:00.0000000,20,61.10
2018-06-05 00:00:00.0000000,21,53.10
2018-06-05 00:00:00.0000000,22,60.00
2018-06-05 00:00:00.0000000,23,48.29
2018-06-05 00:00:00.0000000,24,60.01
2018-06-06 00:00:00.0000000,1,49.66
2018-06-06 00:00:00.0000000,2,49.01
2018-06-06 00:00:00.0000000,3,47.96
2018-06-06 00:00:00.0000000,4,44.97
2018-06-06 00:00:00.0000000,5,44.00
2018-06-06 00:00:00.0000000,6,47.99
2018-06-06 00:00:00.0000000,7,54.80
2018-06-06 00:00:00.0000000,8,58.55
2018-06-06 00:00:00.0000000,9,75.00
2018-06-06 00:00:00.0000000,10,72.00
2018-06-06 00:00:00.0000000,11,64.05
2018-06-06 00:00:00.0000000,12,55.21
2018-06-06 00:00:00.0000000,13,56.00
2018-06-06 00:00:00.0000000,14,51.20
2018-06-06 00:00:00.0000000,15,48.97
2018-06-06 00:00:00.0000000,16,52.71
2018-06-06 00:00:00.0000000,17,61.94
2018-06-06 00:00:00.0000000,18,70.01
2018-06-06 00:00:00.0000000,19,75.00
2018-06-06 00:00:00.0000000,20,75.00
2018-06-06 00:00:00.0000000,21,69.95
2018-06-06 00:00:00.0000000,22,55.80
2018-06-06 00:00:00.0000000,23,48.70
2018-06-06 00:00:00.0000000,24,62.00
2018-06-07 00:00:00.0000000,1,48.50
2018-06-07 00:00:00.0000000,2,46.80
2018-06-07 00:00:00.0000000,3,45.40
2018-06-07 00:00:00.0000000,4,37.92
2018-06-07 00:00:00.0000000,5,37.95
2018-06-07 00:00:00.0000000,6,45.31
2018-06-07 00:00:00.0000000,7,53.00
2018-06-07 00:00:00.0000000,8,55.01
2018-06-07 00:00:00.0000000,9,63.08
2018-06-07 00:00:00.0000000,10,62.00
2018-06-07 00:00:00.0000000,11,61.37
2018-06-07 00:00:00.0000000,12,58.00
2018-06-07 00:00:00.0000000,13,57.41
2018-06-07 00:00:00.0000000,14,50.89
2018-06-07 00:00:00.0000000,15,49.97
2018-06-07 00:00:00.0000000,16,48.59
2018-06-07 00:00:00.0000000,17,58.00
2018-06-07 00:00:00.0000000,18,70.90
2018-06-07 00:00:00.0000000,19,66.10
2018-06-07 00:00:00.0000000,20,71.83
2018-06-07 00:00:00.0000000,21,59.38
2018-06-07 00:00:00.0000000,22,60.47
2018-06-07 00:00:00.0000000,23,47.82
2018-06-07 00:00:00.0000000,24,55.70
2018-06-08 00:00:00.0000000,1,49.10
2018-06-08 00:00:00.0000000,2,46.40
2018-06-08 00:00:00.0000000,3,45.20
2018-06-08 00:00:00.0000000,4,45.27
2018-06-08 00:00:00.0000000,5,41.07
2018-06-08 00:00:00.0000000,6,46.40
2018-06-08 00:00:00.0000000,7,52.00
2018-06-08 00:00:00.0000000,8,55.96
2018-06-08 00:00:00.0000000,9,68.00
2018-06-08 00:00:00.0000000,10,71.56
2018-06-08 00:00:00.0000000,11,70.01
2018-06-08 00:00:00.0000000,12,67.89
2018-06-08 00:00:00.0000000,13,65.00
2018-06-08 00:00:00.0000000,14,58.00
2018-06-08 00:00:00.0000000,15,48.00
2018-06-08 00:00:00.0000000,16,47.41
2018-06-08 00:00:00.0000000,17,60.00
2018-06-08 00:00:00.0000000,18,64.00
2018-06-08 00:00:00.0000000,19,63.00
2018-06-08 00:00:00.0000000,20,64.00
2018-06-08 00:00:00.0000000,21,54.00
2018-06-08 00:00:00.0000000,22,54.00
2018-06-08 00:00:00.0000000,23,47.95
2018-06-08 00:00:00.0000000,24,60.01
2018-06-09 00:00:00.0000000,1,58.00
2018-06-09 00:00:00.0000000,2,55.80
2018-06-09 00:00:00.0000000,3,47.20
2018-06-09 00:00:00.0000000,4,46.00
2018-06-09 00:00:00.0000000,5,43.00
2018-06-09 00:00:00.0000000,6,40.98
2018-06-09 00:00:00.0000000,7,45.55
2018-06-09 00:00:00.0000000,8,45.09
2018-06-09 00:00:00.0000000,9,55.80
2018-06-09 00:00:00.0000000,10,68.00
2018-06-09 00:00:00.0000000,11,65.80
2018-06-09 00:00:00.0000000,12,64.00
2018-06-09 00:00:00.0000000,13,49.51
2018-06-09 00:00:00.0000000,14,46.88
2018-06-09 00:00:00.0000000,15,46.10
2018-06-09 00:00:00.0000000,16,46.60
2018-06-09 00:00:00.0000000,17,48.20
2018-06-09 00:00:00.0000000,18,66.00
2018-06-09 00:00:00.0000000,19,79.00
2018-06-09 00:00:00.0000000,20,73.20
2018-06-09 00:00:00.0000000,21,65.00
2018-06-09 00:00:00.0000000,22,61.60
2018-06-09 00:00:00.0000000,23,51.30
2018-06-09 00:00:00.0000000,24,64.00
2018-06-10 00:00:00.0000000,1,55.04
2018-06-10 00:00:00.0000000,2,49.00
2018-06-10 00:00:00.0000000,3,48.96
2018-06-10 00:00:00.0000000,4,46.98
2018-06-10 00:00:00.0000000,5,46.00
2018-06-10 00:00:00.0000000,6,44.17
2018-06-10 00:00:00.0000000,7,45.00
2018-06-10 00:00:00.0000000,8,46.00
2018-06-10 00:00:00.0000000,9,46.50
2018-06-10 00:00:00.0000000,10,60.00
2018-06-10 00:00:00.0000000,11,60.00
2018-06-10 00:00:00.0000000,12,60.00
2018-06-10 00:00:00.0000000,13,52.41
2018-06-10 00:00:00.0000000,14,46.50
2018-06-10 00:00:00.0000000,15,45.50
2018-06-10 00:00:00.0000000,16,45.40
2018-06-10 00:00:00.0000000,17,52.38
2018-06-10 00:00:00.0000000,18,55.00
2018-06-10 00:00:00.0000000,19,73.00
2018-06-10 00:00:00.0000000,20,74.20
2018-06-10 00:00:00.0000000,21,70.60
2018-06-10 00:00:00.0000000,22,66.00
2018-06-10 00:00:00.0000000,23,52.72
2018-06-10 00:00:00.0000000,24,56.52
2018-06-11 00:00:00.0000000,1,47.99
2018-06-11 00:00:00.0000000,2,46.00
2018-06-11 00:00:00.0000000,3,46.09
2018-06-11 00:00:00.0000000,4,46.00
2018-06-11 00:00:00.0000000,5,44.00
2018-06-11 00:00:00.0000000,6,47.77
2018-06-11 00:00:00.0000000,7,50.89
2018-06-11 00:00:00.0000000,8,58.12
2018-06-11 00:00:00.0000000,9,72.00
2018-06-11 00:00:00.0000000,10,76.00
2018-06-11 00:00:00.0000000,11,65.02
2018-06-11 00:00:00.0000000,12,54.00
2018-06-11 00:00:00.0000000,13,53.01
2018-06-11 00:00:00.0000000,14,47.40
2018-06-11 00:00:00.0000000,15,46.00
2018-06-11 00:00:00.0000000,16,46.00
2018-06-11 00:00:00.0000000,17,47.90
2018-06-11 00:00:00.0000000,18,64.98
2018-06-11 00:00:00.0000000,19,64.97
2018-06-11 00:00:00.0000000,20,58.00
2018-06-11 00:00:00.0000000,21,48.00
2018-06-11 00:00:00.0000000,22,52.99
2018-06-11 00:00:00.0000000,23,45.61
2018-06-11 00:00:00.0000000,24,54.90
2018-06-12 00:00:00.0000000,1,46.80
2018-06-12 00:00:00.0000000,2,45.86
2018-06-12 00:00:00.0000000,3,43.50
2018-06-12 00:00:00.0000000,4,40.60
2018-06-12 00:00:00.0000000,5,40.00
2018-06-12 00:00:00.0000000,6,44.00
2018-06-12 00:00:00.0000000,7,50.00
2018-06-12 00:00:00.0000000,8,53.65
2018-06-12 00:00:00.0000000,9,65.00
2018-06-12 00:00:00.0000000,10,69.00
2018-06-12 00:00:00.0000000,11,58.30
2018-06-12 00:00:00.0000000,12,58.00
2018-06-12 00:00:00.0000000,13,54.00
2018-06-12 00:00:00.0000000,14,48.98
2018-06-12 00:00:00.0000000,15,46.80
2018-06-12 00:00:00.0000000,16,46.79
2018-06-12 00:00:00.0000000,17,55.10
2018-06-12 00:00:00.0000000,18,69.96
2018-06-12 00:00:00.0000000,19,70.00
2018-06-12 00:00:00.0000000,20,61.95
2018-06-12 00:00:00.0000000,21,52.00
2018-06-12 00:00:00.0000000,22,53.82
2018-06-12 00:00:00.0000000,23,51.00
2018-06-12 00:00:00.0000000,24,55.30
2018-06-13 00:00:00.0000000,1,50.91
2018-06-13 00:00:00.0000000,2,46.50
2018-06-13 00:00:00.0000000,3,45.98
2018-06-13 00:00:00.0000000,4,41.90
2018-06-13 00:00:00.0000000,5,41.04
2018-06-13 00:00:00.0000000,6,43.74
2018-06-13 00:00:00.0000000,7,55.00
2018-06-13 00:00:00.0000000,8,59.00
2018-06-13 00:00:00.0000000,9,74.96
2018-06-13 00:00:00.0000000,10,70.00
2018-06-13 00:00:00.0000000,11,56.00
2018-06-13 00:00:00.0000000,12,52.00
2018-06-13 00:00:00.0000000,13,48.10
2018-06-13 00:00:00.0000000,14,53.40
2018-06-13 00:00:00.0000000,15,46.00
2018-06-13 00:00:00.0000000,16,46.10
2018-06-13 00:00:00.0000000,17,56.00
2018-06-13 00:00:00.0000000,18,55.00
2018-06-13 00:00:00.0000000,19,52.93
2018-06-13 00:00:00.0000000,20,55.03
2018-06-13 00:00:00.0000000,21,48.02
2018-06-13 00:00:00.0000000,22,54.00
2018-06-13 00:00:00.0000000,23,46.94
2018-06-13 00:00:00.0000000,24,42.40
2018-06-14 00:00:00.0000000,1,34.96
2018-06-14 00:00:00.0000000,2,34.41
2018-06-14 00:00:00.0000000,3,27.37
2018-06-14 00:00:00.0000000,4,24.43
2018-06-14 00:00:00.0000000,5,28.46
2018-06-14 00:00:00.0000000,6,32.00
2018-06-14 00:00:00.0000000,7,43.91
2018-06-14 00:00:00.0000000,8,53.10
2018-06-14 00:00:00.0000000,9,60.01
2018-06-14 00:00:00.0000000,10,54.49
2018-06-14 00:00:00.0000000,11,53.82
2018-06-14 00:00:00.0000000,12,50.00
2018-06-14 00:00:00.0000000,13,45.20
2018-06-14 00:00:00.0000000,14,41.69
2018-06-14 00:00:00.0000000,15,40.00
2018-06-14 00:00:00.0000000,16,37.60
2018-06-14 00:00:00.0000000,17,48.00
2018-06-14 00:00:00.0000000,18,60.00
2018-06-14 00:00:00.0000000,19,60.99
2018-06-14 00:00:00.0000000,20,59.60
2018-06-14 00:00:00.0000000,21,66.65
2018-06-14 00:00:00.0000000,22,70.00
2018-06-14 00:00:00.0000000,23,61.70
2018-06-14 00:00:00.0000000,24,55.03
2018-06-15 00:00:00.0000000,1,60.06
2018-06-15 00:00:00.0000000,2,56.00
2018-06-15 00:00:00.0000000,3,48.74
2018-06-15 00:00:00.0000000,4,45.26
2018-06-15 00:00:00.0000000,5,44.90
2018-06-15 00:00:00.0000000,6,51.07
2018-06-15 00:00:00.0000000,7,55.09
2018-06-15 00:00:00.0000000,8,55.74
2018-06-15 00:00:00.0000000,9,57.90
2018-06-15 00:00:00.0000000,10,60.00
2018-06-15 00:00:00.0000000,11,56.00
2018-06-15 00:00:00.0000000,12,50.57
2018-06-15 00:00:00.0000000,13,53.65
2018-06-15 00:00:00.0000000,14,51.42
2018-06-15 00:00:00.0000000,15,50.37
2018-06-15 00:00:00.0000000,16,48.00
2018-06-15 00:00:00.0000000,17,60.29
2018-06-15 00:00:00.0000000,18,69.90
2018-06-15 00:00:00.0000000,19,72.02
2018-06-15 00:00:00.0000000,20,72.28
2018-06-15 00:00:00.0000000,21,63.00
2018-06-15 00:00:00.0000000,22,58.02
2018-06-15 00:00:00.0000000,23,52.67
2018-06-15 00:00:00.0000000,24,55.30
2018-06-16 00:00:00.0000000,1,55.01
2018-06-16 00:00:00.0000000,2,58.89
2018-06-16 00:00:00.0000000,3,53.82
2018-06-16 00:00:00.0000000,4,46.22
2018-06-16 00:00:00.0000000,5,45.00
2018-06-16 00:00:00.0000000,6,40.70
2018-06-16 00:00:00.0000000,7,47.05
2018-06-16 00:00:00.0000000,8,43.00
